90.74	33352	13801	52
94.75	29381	11909	51
103.62	26230	11361	45
119.36	30210	11540	51
135.48	31869	10194	43
153.79	32820	10982	58
167.73	28099	9467	48
176.88	31837	9438	34
198.53	30778	8816	35
209.61	30537	9165	41
227.85	33460	9394	42
247.74	34669	9495	41
274.53	35386	9871	35
285.07	37125	9744	42
267.64	36820	9942	38
261.55	29872	8726	38
